"Index.Name"	"SITE"	"DATE"	"TAXON"	"N_TAXA"	"N_GRIDS"	"EXCLUDE"	"strata_r"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Other_Taxa"	"Tribe"	"FFG"	"FAM_TV"	"Habit"	"FinalTolVal07"	"FinalTolVal08"
"MSW.1999.Bugs"	"ABPG-204-R-2016"	2016-03-21	"Naididae"	2	NA	FALSE	"CP"	"Annelida"	"Oligochaeta"	"Haplotaxida"	"Naididae"	NA	NA	NA	NA	10	NA	NA	NA
"MSW.1999.Bugs"	"ABPG-204-R-2016"	2016-03-21	"Tubificidae"	18	NA	FALSE	"CP"	"Annelida"	"Oligochaeta"	"Tubificida"	"Tubificidae"	NA	NA	NA	NA	10	NA	NA	NA
"MSW.1999.Bugs"	"ABPG-204-R-2016"	2016-03-21	"Hyalellidae"	37	NA	FALSE	"CP"	"Arthropoda"	"Malacostraca"	"Amphipoda"	"Hyalellidae"	NA	NA	NA	NA	8	NA	NA	NA
"MSW.1999.Bugs"	"ABPG-204-R-2016"	2016-03-21	"Asellidae"	8	NA	FALSE	"CP"	"Arthropoda"	"Malacostraca"	"Isopoda"	"Asellidae"	NA	NA	NA	NA	8	NA	NA	NA
"MSW.1999.Bugs"	"ABPG-204-R-2016"	2016-03-21	"Caenidae"	4	NA	FALSE	"CP"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Caenidae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ABPG-204-R-2016"	2016-03-21	"Leptoceridae"	1	NA	FALSE	"CP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Leptoceridae"	NA	NA	NA	NA	4	NA	NA	NA
"MSW.1999.Bugs"	"ABPG-204-R-2016"	2016-03-21	"Ceratopogonidae"	2	NA	FALSE	"CP"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	NA	NA	NA	NA	6	NA	NA	NA
"MSW.1999.Bugs"	"ABPG-204-R-2016"	2016-03-21	"Chironomidae"	51	NA	FALSE	"CP"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ABPG-204-R-2016"	2016-03-21	"Tabanidae"	1	NA	FALSE	"CP"	"Arthropoda"	"Insecta"	"Diptera"	"Tabanidae"	NA	NA	NA	NA	6	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Ameletidae"	2	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Ameletidae"	NA	NA	NA	NA	NA	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Leptophlebiidae"	2	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Leptophlebiidae"	NA	NA	NA	NA	3	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Ephemerellidae"	7	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Ephemerellidae"	NA	NA	NA	NA	2	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Heptageniidae"	26	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Heptageniidae"	NA	NA	NA	NA	3	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Baetidae"	12	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Baetidae"	NA	NA	NA	NA	5	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Chloroperlidae"	2	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Plecoptera"	"Chloroperlidae"	NA	NA	NA	NA	1	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Leuctridae"	6	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Plecoptera"	"Leuctridae"	NA	NA	NA	NA	NA	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Nemouridae"	25	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	NA	NA	NA	NA	2	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Perlidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Plecoptera"	"Perlidae"	NA	NA	NA	NA	2	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Perlodidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Plecoptera"	"Perlodidae"	NA	NA	NA	NA	2	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Hydropsychidae"	9	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	NA	NA	NA	NA	5	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Uenoidae"	3	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Uenoidae"	NA	NA	NA	NA	3	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Philopotamidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Philopotamidae"	NA	NA	NA	NA	3	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Chironomidae"	16	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Simuliidae"	14	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Simuliidae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ANTI-101-S-2016"	2016-03-23	"Tipulidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	NA	NA	NA	NA	4	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-003-X-2016"	2016-04-05	"Physidae"	1	NA	FALSE	"NCP"	"Mollusca"	"Gastropoda"	"Basommatophora"	"Physidae"	NA	NA	NA	NA	8	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-003-X-2016"	2016-04-05	"Siphlonuridae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Siphlonuridae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-003-X-2016"	2016-04-05	"Hydropsychidae"	2	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	NA	NA	NA	NA	5	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-003-X-2016"	2016-04-05	"Philopotamidae"	10	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Philopotamidae"	NA	NA	NA	NA	3	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-003-X-2016"	2016-04-05	"Elmidae"	11	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elmidae"	NA	NA	NA	NA	5	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-003-X-2016"	2016-04-05	"Chironomidae"	92	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-003-X-2016"	2016-04-05	"Simuliidae"	3	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Simuliidae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-003-X-2016"	2016-04-05	"Tipulidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	NA	NA	NA	NA	4	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-101-X-2016"	2016-04-05	"Lumbriculidae"	1	NA	FALSE	"NCP"	"Annelida"	"Oligochaeta"	"Lumbriculida"	"Lumbriculidae"	NA	NA	NA	NA	10	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-101-X-2016"	2016-04-05	"Baetidae"	7	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Baetidae"	NA	NA	NA	NA	5	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-101-X-2016"	2016-04-05	"Nemouridae"	3	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	NA	NA	NA	NA	2	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-101-X-2016"	2016-04-05	"Hydropsychidae"	29	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	NA	NA	NA	NA	5	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-101-X-2016"	2016-04-05	"Philopotamidae"	2	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Philopotamidae"	NA	NA	NA	NA	3	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-101-X-2016"	2016-04-05	"Elmidae"	9	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elmidae"	NA	NA	NA	NA	5	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-101-X-2016"	2016-04-05	"Chironomidae"	58	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-101-X-2016"	2016-04-05	"Simuliidae"	6	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Simuliidae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-101-X-2016"	2016-04-05	"Tipulidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	NA	NA	NA	NA	4	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-102-X-2016  "	2016-04-05	"Naididae"	7	NA	FALSE	"NCP"	"Annelida"	"Oligochaeta"	"Haplotaxida"	"Naididae"	NA	NA	NA	NA	10	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-102-X-2016  "	2016-04-05	"Elmidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elmidae"	NA	NA	NA	NA	5	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-102-X-2016  "	2016-04-05	"Chironomidae"	117	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Enchytraeidae"	1	NA	FALSE	"NCP"	"Annelida"	"Oligochaeta"	"Haplotaxida"	"Enchytraeidae"	NA	NA	NA	NA	10	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Ephemerellidae"	20	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Ephemerellidae"	NA	NA	NA	NA	2	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Heptageniidae"	2	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Heptageniidae"	NA	NA	NA	NA	3	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Nemouridae"	4	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	NA	NA	NA	NA	2	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Perlodidae"	2	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Plecoptera"	"Perlodidae"	NA	NA	NA	NA	2	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Glossosomatidae"	3	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Glossosomatidae"	NA	NA	NA	NA	1	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Hydropsychidae"	28	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	NA	NA	NA	NA	5	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Limnephilidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	NA	NA	NA	NA	4	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Philopotamidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Philopotamidae"	NA	NA	NA	NA	3	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Elmidae"	2	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elmidae"	NA	NA	NA	NA	5	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Chironomidae"	36	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Empididae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Empididae"	NA	NA	NA	NA	6	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Simuliidae"	14	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Simuliidae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-104-R-2016"	2016-03-10	"Tipulidae"	3	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	NA	NA	NA	NA	4	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-106-R-2016"	2016-03-30	"Nemouridae"	5	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	NA	NA	NA	NA	2	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-106-R-2016"	2016-03-30	"Hydropsychidae"	4	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	NA	NA	NA	NA	5	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-106-R-2016"	2016-03-30	"Philopotamidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Philopotamidae"	NA	NA	NA	NA	3	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-106-R-2016"	2016-03-30	"Ptilodactylidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Coleoptera"	"Ptilodactylidae"	NA	NA	NA	NA	4	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-106-R-2016"	2016-03-30	"Chironomidae"	105	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-106-R-2016"	2016-03-30	"Empididae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Empididae"	NA	NA	NA	NA	6	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-106-R-2016"	2016-03-30	"Simuliidae"	2	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Simuliidae"	NA	NA	NA	NA	7	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-106-R-2016"	2016-03-30	"Tipulidae"	3	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	NA	NA	NA	NA	4	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-302-R-2016"	2016-03-10	"Lumbriculidae"	1	NA	FALSE	"NCP"	"Annelida"	"Oligochaeta"	"Lumbriculida"	"Lumbriculidae"	NA	NA	NA	NA	10	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-302-R-2016"	2016-03-10	"Crangonyctidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Amphipoda"	"Crangonyctidae"	NA	NA	NA	NA	4	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-302-R-2016"	2016-03-10	"Gammaridae"	2	NA	FALSE	"NCP"	"Arthropoda"	"Malacostraca"	"Amphipoda"	"Gammaridae"	NA	NA	NA	NA	6	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-302-R-2016"	2016-03-10	"Ameletidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Ameletidae"	NA	NA	NA	NA	NA	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-302-R-2016"	2016-03-10	"Ephemerellidae"	7	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Ephemerellidae"	NA	NA	NA	NA	2	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-302-R-2016"	2016-03-10	"Chloroperlidae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Plecoptera"	"Chloroperlidae"	NA	NA	NA	NA	1	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-302-R-2016"	2016-03-10	"Nemouridae"	1	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	NA	NA	NA	NA	2	NA	NA	NA
"MSW.1999.Bugs"	"ATKI-302-R-2016"	2016-03-10	"Hydropsychidae"	50	NA	FALSE	"NCP"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	NA	NA	NA	NA	5	NA	NA	NA
